id_prof,id_hor,x,y,date,top,bottom,ph_h2o,k,soc,clay,bd,cec
7922,36615,-58.684028,-37.9717,1970-04-08,0,33,6.3,1.8,3.39,23.1,NA,24.9
7922,36621,-58.684028,-37.9717,1970-04-08,33,47,6.7,0.8,1.64,23.5,NA,20.7
7922,36622,-58.684028,-37.9717,1970-04-08,47,83,7.1,1.9,0.8,31.8,NA,28.1
7922,36623,-58.684028,-37.9717,1970-04-08,83,124,7.3,1.2,0.16,14.2,NA,17.7
7922,36624,-58.684028,-37.9717,1970-04-08,124,157,8.4,1.1,0.12,11.4,NA,14
7922,36625,-58.684028,-37.9717,1970-04-08,157,162,8.4,0.8,0.1,NA,NA,NA
7933,36664,-58.637397,-37.924117,1970-04-08,0,17,5.9,2.1,2.77,25.2,NA,23.6
7933,36665,-58.637397,-37.924117,1970-04-08,17,36,7.6,1.7,0.97,41.8,NA,32.2
7933,36666,-58.637397,-37.924117,1970-04-08,36,60,8.2,2.3,0.45,45.5,NA,34.8
7933,36667,-58.637397,-37.924117,1970-04-08,60,87,8.3,2.6,0.19,36.4,NA,30.8
7933,36668,-58.637397,-37.924117,1970-04-08,87,105,8.9,1.7,0.06,13.2,NA,13
7937,36697,-58.698531,-37.857533,1970-04-09,0,13,6.4,2.2,3.67,24.7,NA,27.4
7937,36698,-58.698531,-37.857533,1970-04-09,13,30,6.5,2,2.7,24.5,NA,28.3
7937,36699,-58.698531,-37.857533,1970-04-09,30,38,6.8,1.1,1.21,27.6,NA,21.7
7937,36700,-58.698531,-37.857533,1970-04-09,38,73,7,1.3,0.67,40.9,NA,32
7937,36701,-58.698531,-37.857533,1970-04-09,73,81,8.2,NA,0.42,NA,NA,NA
7941,36713,-58.7481,-37.989617,1970-04-09,0,24,7.9,1.8,3.28,25.7,NA,21.7
7941,36715,-58.7481,-37.989617,1970-04-09,24,33,7.3,1,1.08,18.4,NA,14.5
7941,36720,-58.7481,-37.989617,1970-04-09,33,55,7.9,2.9,0.71,40.5,NA,35.2
7941,36721,-58.7481,-37.989617,1970-04-09,55,108,8.8,2.6,0.08,21.8,NA,22.2
7941,36722,-58.7481,-37.989617,1970-04-09,108,119,8.7,2,0.06,NA,NA,17.8
7941,36723,-58.7481,-37.989617,1970-04-09,119,124,NA,NA,NA,NA,NA,NA
7950,36762,-58.663472,-37.851256,1970-04-10,0,15,6.4,3.1,6.72,26.4,NA,41.6
7950,36763,-58.663472,-37.851256,1970-04-10,15,20,NA,NA,NA,NA,NA,NA
7955,36787,-58.719653,-37.974256,1970-04-10,0,16,7.6,0.4,1.1,22.3,NA,32.7
7955,36788,-58.719653,-37.974256,1970-04-10,16,21,NA,NA,NA,NA,NA,NA
7965,36816,-58.559758,-37.680572,1970-04-07,0,18,6.4,2.7,3.86,25.8,NA,26.9
7965,36817,-58.559758,-37.680572,1970-04-07,18,31,6.8,1.4,1.39,23,NA,19.1
7965,36818,-58.559758,-37.680572,1970-04-07,31,61,7,1.4,0.85,37.2,NA,27.4
7965,36819,-58.559758,-37.680572,1970-04-07,61,83,7.1,1.8,0.31,32.6,NA,25.4
7965,36820,-58.559758,-37.680572,1970-04-07,83,104,7.2,1.6,0.23,30.2,NA,26.5
7965,36821,-58.559758,-37.680572,1970-04-07,104,109,NA,NA,NA,NA,NA,NA
7966,36835,-58.522156,-37.719289,1970-05-07,0,15,5.7,2.5,4.55,26.7,NA,30.5
7966,36836,-58.522156,-37.719289,1970-05-07,15,29,6,2,3.05,28.4,NA,27.8
7966,36837,-58.522156,-37.719289,1970-05-07,29,51,6.8,1.5,0.98,22.9,NA,17.6
7966,36838,-58.522156,-37.719289,1970-05-07,51,87,7,1.6,0.54,35.8,NA,25.2
7966,36839,-58.522156,-37.719289,1970-05-07,87,106,7.3,1.7,0.25,27.9,NA,28.7
7966,36840,-58.522156,-37.719289,1970-05-07,106,111,7.2,1.5,0.13,24.1,NA,21.4
7973,36885,-58.581411,-37.747133,1970-04-07,0,13,5.9,1.9,3.37,26.5,NA,25.7
7973,36886,-58.581411,-37.747133,1970-04-07,13,25,6.1,1.2,2.54,26.3,NA,25.5
7973,36887,-58.581411,-37.747133,1970-04-07,25,35,6.4,0.8,1.58,27.2,NA,23.7
7973,36895,-58.581411,-37.747133,1970-04-07,35,63,6.8,1.1,0.88,30.2,NA,28.8
7973,36896,-58.581411,-37.747133,1970-04-07,63,75,7.2,1,0.55,30.5,NA,29.3
7973,36897,-58.581411,-37.747133,1970-04-07,75,80,NA,NA,NA,NA,NA,NA
7978,36898,-58.506944,-37.822778,1970-04-09,0,12,6.2,3,4.42,25.9,NA,27.6
7978,36899,-58.506944,-37.822778,1970-04-09,12,27,5.9,2.6,3.25,26.4,NA,26.2
7978,36900,-58.506944,-37.822778,1970-04-09,27,36,6.3,2.3,1.68,27.1,NA,24.6
7978,36901,-58.506944,-37.822778,1970-04-09,36,69,6.7,2,0.84,32.8,NA,28.7
7978,36902,-58.506944,-37.822778,1970-04-09,69,92,7.1,0.8,0.29,17.1,NA,17.3
7978,36903,-58.506944,-37.822778,1970-04-09,92,124,7.2,0.9,0.15,14.3,NA,16.3
7978,36904,-58.506944,-37.822778,1970-04-09,124,148,8.2,0.7,0.08,12.4,NA,11.4
7981,36915,-58.60795,-37.808336,1970-04-09,0,27,6,2.1,4.11,29,NA,32.7
7981,36918,-58.60795,-37.808336,1970-04-09,27,35,6.9,0.8,1.21,29.8,NA,26.1
7981,36919,-58.60795,-37.808336,1970-04-09,35,61,6.6,0.6,0.51,30.9,NA,22.1
7981,36925,-58.60795,-37.808336,1970-04-09,61,95,7.2,0.8,0.37,31.7,NA,23.6
7981,36926,-58.60795,-37.808336,1970-04-09,95,126,7.6,1.4,0.12,27.2,NA,28.7
7981,36927,-58.60795,-37.808336,1970-04-09,126,131,7.4,1.3,0.1,21,NA,21.3
7986,36942,-58.737225,-37.676722,1970-04-15,0,17,5.8,2.3,4.54,29.4,NA,32.4
7986,36943,-58.737225,-37.676722,1970-04-15,17,34,6.6,0.9,1.53,36.7,NA,28.8
7986,36944,-58.737225,-37.676722,1970-04-15,34,62,6.8,1.1,0.66,38.7,NA,32
7986,36945,-58.737225,-37.676722,1970-04-15,62,67,NA,NA,NA,NA,NA,NA
7987,36946,-58.749203,-37.742956,1970-04-15,0,22,5.9,1.3,3.72,25.4,NA,23
7987,36947,-58.749203,-37.742956,1970-04-15,22,30,6.5,0.9,1.1,26.7,NA,18.8
7987,36948,-58.749203,-37.742956,1970-04-15,30,59,7,1.5,0.62,32.5,NA,28.1
7987,36949,-58.749203,-37.742956,1970-04-15,59,82,7.6,2,0.25,31.4,NA,27.8
7987,36950,-58.749203,-37.742956,1970-04-15,82,126,8.3,2.2,0.12,27.7,NA,27.7
7987,36951,-58.749203,-37.742956,1970-04-15,126,157,8,1.9,0.08,23.3,NA,25.8
7987,36952,-58.749203,-37.742956,1970-04-15,157,162,8.4,NA,0.06,NA,NA,NA
7988,36953,-58.63385,-37.723864,1970-04-15,0,22,6,2.6,4,28.2,NA,30.7
7988,36955,-58.63385,-37.723864,1970-04-15,22,29,6.5,1.6,2,25.4,NA,23.6
7988,36956,-58.63385,-37.723864,1970-04-15,29,54,7.3,2.2,1.06,47.4,NA,34.8
7988,36957,-58.63385,-37.723864,1970-04-15,54,71,7.7,2,0.43,37.2,NA,28.6
7988,36958,-58.63385,-37.723864,1970-04-15,71,85,8.2,1.9,0.14,27.3,NA,24.4
7988,36960,-58.63385,-37.723864,1970-04-15,85,98,8.6,1.4,0.1,23.6,NA,25.2
7988,36961,-58.63385,-37.723864,1970-04-15,98,103,8.5,NA,0.06,NA,NA,NA
7990,36968,-58.670717,-37.749806,1970-04-15,0,18,6.5,1.5,5.01,14.7,NA,25.5
7990,36969,-58.670717,-37.749806,1970-04-15,18,25,7.1,0.9,0.86,34,NA,12.5
7990,36971,-58.670717,-37.749806,1970-04-15,25,57,7.4,2,0.39,37.9,NA,32.1
7990,36972,-58.670717,-37.749806,1970-04-15,57,76,8.1,2.4,0.21,25.3,NA,39
7990,36973,-58.670717,-37.749806,1970-04-15,76,105,8.3,2,0.06,NA,NA,26.9
7990,36974,-58.670717,-37.749806,1970-04-15,105,125,8.6,1.3,0.04,NA,NA,18.9
7991,36982,-58.680003,-37.785108,1970-04-17,0,15,5.8,3,5.56,30.6,NA,33.5
7991,36983,-58.680003,-37.785108,1970-04-17,15,28,6.4,1.5,3.29,22.7,NA,28.9
7991,36984,-58.680003,-37.785108,1970-04-17,28,38,6.7,0.9,1.96,27.5,NA,24
7991,36985,-58.680003,-37.785108,1970-04-17,38,79,6.9,0.9,0.62,30,NA,26.9
7991,36986,-58.680003,-37.785108,1970-04-17,79,84,NA,NA,NA,NA,NA,NA
7993,36987,-58.735536,-37.808547,1970-04-17,0,19,NA,0.9,3.22,22,NA,20.5
7993,36988,-58.735536,-37.808547,1970-04-17,19,27,NA,0.8,0.9,24.2,NA,18.5
7993,36989,-58.735536,-37.808547,1970-04-17,27,57,NA,2.2,0.53,41.3,NA,35.8
7993,36990,-58.735536,-37.808547,1970-04-17,57,74,NA,2.7,0.23,24.3,NA,31.1
7993,36991,-58.735536,-37.808547,1970-04-17,74,87,NA,NA,0.16,NA,NA,NA
7993,36992,-58.735536,-37.808547,1970-04-17,87,106,NA,2,0.02,15.2,NA,18.9
7993,36993,-58.735536,-37.808547,1970-04-17,106,120,NA,1.6,0.02,13.7,NA,11.4
7994,37002,-58.658336,-37.688478,1970-04-17,0,13,6.1,2,4.33,29.2,NA,31.4
7994,37003,-58.658336,-37.688478,1970-04-17,13,29,6.3,1.6,3.82,33.3,NA,31.2
7994,37004,-58.658336,-37.688478,1970-04-17,29,59,6.8,1.5,1.16,41.8,NA,36.6
7994,37005,-58.658336,-37.688478,1970-04-17,59,68,7,1.2,0.53,30.4,NA,31.4
7994,37006,-58.658336,-37.688478,1970-04-17,68,77,8,1.3,0.03,18.4,NA,NA
7997,37007,-58.610419,-37.767669,1970-04-18,0,23,7.7,2.2,5.2,26.6,NA,39
7997,37008,-58.610419,-37.767669,1970-04-18,23,28,NA,NA,NA,NA,NA,NA
8000,37024,-58.523358,-37.761358,1970-04-18,0,27,6.4,1.3,2.6,22.7,NA,22.5
8000,37025,-58.523358,-37.761358,1970-04-18,27,36,6.9,1,1.14,27.2,NA,22.8
8000,37026,-58.523358,-37.761358,1970-04-18,36,57,6.9,1.6,0.88,29.3,NA,23.6
8000,37027,-58.523358,-37.761358,1970-04-18,57,105,7.2,1,0.31,22.2,NA,17.5
8000,37028,-58.523358,-37.761358,1970-04-18,105,140,8,1.2,0.13,15.3,NA,18.1
8002,37034,-58.573278,-37.7515,1970-04-18,0,13,5.8,0.4,4.06,19.6,NA,31.8
8002,37035,-58.573278,-37.7515,1970-04-18,0,5,NA,NA,NA,NA,NA,NA
8004,37036,-58.721303,-37.738664,1970-04-28,0,15,6.9,NA,4.96,33.7,NA,NA
8004,37037,-58.721303,-37.738664,1970-04-28,15,20,NA,NA,NA,NA,NA,NA
8006,37085,-58.701992,-37.562422,1970-04-22,0,19,8.8,1.5,3.33,21.7,NA,29.6
8006,37086,-58.701992,-37.562422,1970-04-22,19,34,8.9,1,2.68,20.6,NA,30.2
8006,37087,-58.701992,-37.562422,1970-04-22,34,44,8.7,2,0.67,37.8,NA,33.4
8010,37060,-58.736628,-37.541578,1970-04-22,0,9,7.7,2.4,4.94,22.6,NA,42.7
8010,37061,-58.736628,-37.541578,1970-04-22,9,25,7.8,2,3.41,NA,NA,38.5
8010,37062,-58.736628,-37.541578,1970-04-22,25,30,NA,NA,NA,NA,NA,NA
8011,37063,-58.736444,-37.573953,1970-04-22,0,14,7.7,2.2,5.28,30,NA,42.7
8011,37064,-58.736444,-37.573953,1970-04-22,14,23,7.8,1.7,3.18,29.2,NA,34.9
8011,37065,-58.736444,-37.573953,1970-04-22,23,36,8,NA,1.09,NA,NA,NA
8011,37066,-58.736444,-37.573953,1970-04-22,36,55,8.1,NA,0.59,NA,NA,NA
8011,37067,-58.736444,-37.573953,1970-04-22,55,70,8.3,NA,0.27,NA,NA,NA
8012,37068,-58.502694,-37.561128,1970-04-24,0,20,6.3,2,1.1,30.8,NA,31.8
8012,37069,-58.502694,-37.561128,1970-04-24,20,47,6.7,1.6,1.1,38.6,NA,33.8
8012,37070,-58.502694,-37.561128,1970-04-24,47,52,8.1,NA,1.06,NA,NA,NA
8018,37092,-58.697697,-37.628881,1970-04-27,0,15,6.1,2,4.94,27.8,NA,29.3
8018,37093,-58.697697,-37.628881,1970-04-27,15,29,6.3,1.6,3.25,26.7,NA,25.6
8018,37094,-58.697697,-37.628881,1970-04-27,29,41,6.7,1.3,1.09,28.4,NA,19.9
8018,37103,-58.697697,-37.628881,1970-04-27,41,71,7,1.1,0.69,38.4,NA,26.6
8018,37104,-58.697697,-37.628881,1970-04-27,71,86,7.1,1,0.42,34.3,NA,26.6
8018,37105,-58.697697,-37.628881,1970-04-27,86,112,7.1,1.7,0.23,28.6,NA,23.6
8018,37106,-58.697697,-37.628881,1970-04-27,112,117,7,1.6,0.19,25.7,NA,21.6
8021,37110,-58.662981,-37.656461,1970-04-24,0,14,6.1,2.6,4.44,28.9,NA,26.2
8021,37113,-58.662981,-37.656461,1970-04-24,14,33,6.2,2.9,3.29,25.8,NA,24.7
8021,37114,-58.662981,-37.656461,1970-04-24,33,48,6.6,1.6,0.71,35.1,NA,26
8021,37115,-58.662981,-37.656461,1970-04-24,48,68,6.6,1.1,1.26,27.2,NA,20.9
8021,37116,-58.662981,-37.656461,1970-04-24,68,87,6.7,1.3,0.53,28.7,NA,21.2
8021,37117,-58.662981,-37.656461,1970-04-24,87,104,6.7,1.3,0.19,25.9,NA,29.2
8021,37118,-58.662981,-37.656461,1970-04-24,104,127,7.1,1.4,0.25,23.2,NA,21.9
8021,37119,-58.662981,-37.656461,1970-04-24,127,137,8.1,1.1,0.17,NA,NA,17.3
8023,37127,-58.750431,-37.588953,1970-04-28,0,13,NA,2.7,NA,29.7,NA,25.8
8023,37128,-58.750431,-37.588953,1970-04-28,13,27,NA,1.6,2.68,18.5,NA,22.9
8023,37129,-58.750431,-37.588953,1970-04-28,27,38,NA,1.6,0.67,24.6,NA,19.4
8023,37130,-58.750431,-37.588953,1970-04-28,38,57,NA,2.1,0.38,34.5,NA,39.9
8023,37131,-58.750431,-37.588953,1970-04-28,57,67,NA,1.4,0.29,29.9,NA,27.9
8023,37132,-58.750431,-37.588953,1970-04-28,67,80,NA,1.4,0.09,NA,NA,12.3
8023,37133,-58.750431,-37.588953,1970-04-28,80,107,NA,1.2,0.09,13.5,NA,13.4
8023,37134,-58.750431,-37.588953,1970-04-28,107,112,NA,NA,0.02,NA,NA,11.5
8025,37142,-58.592578,-37.83405,1970-04-04,0,28,6,2.2,4.37,23.3,NA,25.3
8025,37143,-58.592578,-37.83405,1970-04-04,28,36,6.5,1.1,1.66,30.6,NA,24.4
8025,37144,-58.592578,-37.83405,1970-04-04,36,63,6.7,1.4,0.75,32.8,NA,28.1
8025,37145,-58.592578,-37.83405,1970-04-04,63,102,7,0.8,0.21,20.8,NA,28.8
8025,37146,-58.592578,-37.83405,1970-04-04,102,156,7.2,0.8,0.1,16.1,NA,16.3
8026,37147,-58.6711,-37.932753,1970-04-04,0,27,6.4,2,4.06,23.8,NA,28
8026,37148,-58.6711,-37.932753,1970-04-04,27,54,7.5,2.4,1.39,43.1,NA,32.3
8026,37149,-58.6711,-37.932753,1970-04-04,54,62,9,2.6,0.25,29.3,NA,26.9
8026,37150,-58.6711,-37.932753,1970-04-04,62,67,9.1,1.7,0.19,NA,NA,NA
8027,37151,-58.597139,-37.944128,1970-04-04,0,25,NA,1.3,4.4,26.2,NA,26.9
8027,37152,-58.597139,-37.944128,1970-04-04,25,54,NA,1.8,1.47,32.5,NA,26.3
8027,37153,-58.597139,-37.944128,1970-04-04,54,65,NA,0.7,0.44,25.7,NA,31.1
8027,37154,-58.597139,-37.944128,1970-04-04,65,70,NA,NA,0.41,NA,NA,NA
8028,37155,-58.514031,-37.913236,1970-04-08,0,13,5.8,2.7,5.18,24.7,NA,28
8028,37156,-58.514031,-37.913236,1970-04-08,13,35,5.9,1.9,4.52,25.3,NA,28.6
8028,37157,-58.514031,-37.913236,1970-04-08,35,47,6.4,1.7,2.33,27.4,NA,26.4
8028,37158,-58.514031,-37.913236,1970-04-08,47,72,6.6,2.4,0.81,3.9,NA,29.5
8028,37159,-58.514031,-37.913236,1970-04-08,72,113,6.7,1.6,0.15,22.8,NA,19.6
8028,37160,-58.514031,-37.913236,1970-04-08,113,158,7.3,0.9,0.05,15.9,NA,17.1
8067,37365,-58.610833,-38.160278,1982-10-10,0,12,9.2,1.6,1.47,18.3,NA,21.4
8067,37366,-58.610833,-38.160278,1982-10-10,12,37,9.3,3.4,0.67,49.2,NA,37.8
8067,37367,-58.610833,-38.160278,1982-10-10,37,48,9.5,3.4,0.26,40.1,NA,40.5
8067,37368,-58.610833,-38.160278,1982-10-10,48,60,9.3,3.3,0.29,26.9,NA,36.3
8067,37369,-58.610833,-38.160278,1982-10-10,60,75,9.3,1.7,0.17,15.6,NA,20.8
8067,37370,-58.610833,-38.160278,1982-10-10,75,88,8.7,1.6,0.34,NA,NA,25.8
8069,37375,-58.533333,-38.021111,1982-10-10,0,35,6,1.2,3.85,28.5,NA,33.3
8069,37376,-58.533333,-38.021111,1982-10-10,35,40,NA,NA,NA,NA,NA,NA
8070,37377,-58.524167,-38.011667,1982-10-11,0,20,5.9,2.2,3.28,29.8,NA,30.7
8070,37378,-58.524167,-38.011667,1982-10-11,20,48,6.4,2.5,1.29,54.8,NA,37.1
8070,37379,-58.524167,-38.011667,1982-10-11,48,85,6.6,1.7,0.25,23.2,NA,24.5
8070,37380,-58.524167,-38.011667,1982-10-11,85,110,7,1.2,0.1,14.8,NA,20.2
8075,37398,-58.713611,-38.139722,1982-10-10,0,20,7.3,NA,2.37,20.6,NA,19.9
8075,37399,-58.713611,-38.139722,1982-10-10,20,27,7.3,NA,0.22,14.9,NA,11.9
8075,37400,-58.713611,-38.139722,1982-10-10,27,37,7.2,NA,0.55,34.2,NA,27.4
8075,37401,-58.713611,-38.139722,1982-10-10,37,58,7.4,NA,0.37,50.3,NA,39.2
8075,37402,-58.713611,-38.139722,1982-10-10,58,89,8,NA,0.21,28.6,NA,30.8
8075,37403,-58.713611,-38.139722,1982-10-10,89,105,8.1,NA,0.15,22.8,NA,27.1
8083,37431,-58.607778,-38.194722,1982-10-06,0,17,8.2,1.7,1.67,26.1,NA,27.4
8083,37432,-58.607778,-38.194722,1982-10-06,17,33,8.7,2.1,0.69,40.8,NA,37.7
8083,37433,-58.607778,-38.194722,1982-10-06,33,46,9,2.2,0.36,41.1,NA,37.1
8083,37434,-58.607778,-38.194722,1982-10-06,46,80,8.7,1.6,0.19,35.9,NA,34.2
8083,37435,-58.607778,-38.194722,1982-10-06,80,85,NA,NA,NA,NA,NA,NA
8093,37475,-58.553889,-38.2225,1982-10-12,0,14,7.5,1.2,2.03,9.5,NA,18.7
8093,37476,-58.553889,-38.2225,1982-10-12,14,32,9.3,2.5,0.82,49,NA,43.6
8093,37477,-58.553889,-38.2225,1982-10-12,32,44,9.3,2.6,0.34,41.6,NA,38.9
8093,37478,-58.553889,-38.2225,1982-10-12,44,64,9.2,2.4,0.13,25.5,NA,36.5
8093,37479,-58.553889,-38.2225,1982-10-12,64,80,9,1.2,0.29,27.9,NA,20.6
8093,37480,-58.553889,-38.2225,1982-10-12,80,85,NA,NA,NA,NA,NA,NA
8099,37502,-58.680833,-38.070556,1982-10-04,0,27,5.9,2,2.88,19.9,NA,22.7
8099,37503,-58.680833,-38.070556,1982-10-04,27,39,6.5,1.5,0.82,18.7,NA,15.3
8099,37504,-58.680833,-38.070556,1982-10-04,39,60,6.4,2.2,0.63,28.8,NA,24.9
8099,37505,-58.680833,-38.070556,1982-10-04,60,78,6.6,1.7,0.29,25.4,NA,19.5
8099,37506,-58.680833,-38.070556,1982-10-04,78,135,7.9,1.6,0.12,18.7,NA,17.7
8099,37507,-58.680833,-38.070556,1982-10-04,135,145,NA,NA,NA,NA,NA,NA
8122,37612,-58.646389,-38.276111,1982-10-15,0,8,8.5,1.4,1.87,21.3,NA,23.9
8122,37613,-58.646389,-38.276111,1982-10-15,8,22,9,1.7,1.21,36,NA,33.9
8122,37614,-58.646389,-38.276111,1982-10-15,22,33,9.3,2,0.46,41.5,NA,36.8
8122,37615,-58.646389,-38.276111,1982-10-15,33,50,9.4,2.2,0.31,46.8,NA,38.4
8122,37616,-58.646389,-38.276111,1982-10-15,50,55,NA,NA,NA,NA,NA,NA
8128,37646,-58.529722,-38.268056,1982-10-15,0,19,5.7,3.4,3.79,25.2,NA,29.7
8128,37647,-58.529722,-38.268056,1982-10-15,19,47,6.3,2.7,2.79,23.5,NA,29
8128,37648,-58.529722,-38.268056,1982-10-15,47,65,6.7,2.7,0.8,35.2,NA,33.2
8128,37649,-58.529722,-38.268056,1982-10-15,65,98,8.1,2,0.55,18.5,NA,21.6
8128,37650,-58.529722,-38.268056,1982-10-15,98,125,7.6,1.6,0.12,14.5,NA,19.1
8128,37651,-58.529722,-38.268056,1982-10-15,125,135,8.4,1.7,0.11,11.1,NA,16.5
